,chapter_text,mean_sent_len,mean_word_len,participles,verbal_nouns
0,,0.0,0.0,0.0,0.0
1,     меня зовут филиппом форстером. я уже старик. я живу в тихой  маленькойдеревушке  которая  стоит на морском берегу в глубине очень широкой бухтыодной из самых широких на нашем острове.     я назвал нашу деревню тихой  она и есть  тихая  хотя  претендует  название  морского  порта.  есть у нас пристань или мол из тесаного гранита.здесь вы обычно увидите одиндва шлюпа столько же  шхун  иногда  бриг.большие  суда  не  могут  войти  в  бухту.  но  вы  всегда  заметите немалоеколичество рыбачьих лодок. одни вытащены на песок другие скользят по бухтеи из этого вы можете вывести заключение что благосостояние  деревни  большезависит от улова чем от торговли. так и есть на самом деле.     это моя родная деревня  здесь я родился и здесь собираюсь умереть.     несмотря  на  это мои земляки очень мало обо мне знают. они зовут менякапитаном форстером или попросту капитаном считая что  я  единственныйчеловек в наших краях заслуживающий этого звания.     строго  говоря  я  его  недостоин.  я никогда не служил капитаном ни вармии ни во флоте.  я  был  только  хозяином  торгового  судна    другимисловами шкипером. но мои соседи  люди вежливые и благодаря их вежливостия стал называться капитаном.     они  знают  что  я живу в хорошеньком домике в полумиле от деревни наберегу моря знают что я живу один потому что моя старая служанка вряд  лиможет считаться обществом. каждый день они видят как я прохожу по деревнес  подзорной  трубой  под  мышкой.  они  замечают  что  я  выхожу  на  молвнимательно рассматриваю прибрежные воды и затем возвращаюсь домой или брожуеще часдругой по берегу. вот и все что моим согражданам известно  обо  мне о моих привычках и обо всей моей жизни.     они  убеждены  что я когдато был великим путешественником. они знаютчто у меня много книг и что я много читаю и решили  что  я  необыкновенныйученый.     я   действительно   много  путешествовал  и  много  читал  но  простыедеревенские люди ошибаются относительно моей учености. в юности  я  не  имелвозможности  получить  хорошее  образование  и  все  что  я  знаю  усвоилсамоучкой занимаясь наспех и с перерывами в  короткие  периоды  затишья  вмоей бурной жизни.     я  сказал  что  мои  земляки  мало  знают обо мне и вас это конечноудивляет. ведь среди них я начал свою жизнь и  среди  них  же  собираюсь  еезакончить.  но  это  легко  объяснить.  двенадцатилетним мальчиком я ушел издому и в течение сорока лет нога моя не ступала на родную землю и глаза моине видели никого из местных жителей.     нужно быть уж очень знаменитым человеком чтобы  тебя  вспомнили  послесорока  лет отсутствия. уйдя отсюда мальчиком и вернувшись зрелым человекомя убедился в том что меня совершенно забыли. с трудом вспоминали даже  моихродителей.  они  умерли  еще до того как я совсем маленьким ушел из дому.вдобавок мой отец был моряком он редко бывал дома. в моих  воспоминаниях  онем  осталось только как я горевал когда узнал что его корабль погиб и онутонул вместе  с  большей  частью  экипажа.  увы!  моя  мать  ненамного  егопережила.  и  так  как  они  умерли давнымдавно естественно что их забылисоседи с которыми они были не слишком близки. вот чем объясняется то что яоказался чужим человеком в своих же родных местах.     но вы не должны думать что я одинок  что  у  меня  нет  товарищей.  яоставил  профессию  моряка  и  вернулся домой чтобы провести остаток дней впокое и мире но я не избегаю людей и я  не  угрюмый  человек.  наоборот  яочень  люблю  и всегда любил встречаться с людьми и будучи стариком охотнопровожу время в обществе молодежи особенно  мальчиков.  могу  похвастатьсячто  со всеми деревенскими мальчуганами я в большой дружбе. часами я помогаюим запускать  змея  и  гонять  кораблики  по  воде  ибо  помню  как  многоудовольствия получал от всего этого в детстве сам.     играя  со  мной  дети вряд ли догадываются что добрый старик которыйумеет так забавлять их и при этом  забавляется  сам  провел  большую  частьсвоей  жизни  в бурных приключениях среди смертельных опасностей. но именнотакова история моей жизни.     коекто в деревне знает однако отдельные эпизоды  моей  биографии  происшествия  о  которых  они  слышали из моих уст потому что я никогда неотказываюсь сообщить об увлекательных приключениях тем кому интересно  меняпослушать.  и  даже в нашей тихой деревушке я нашел аудиторию которая ценитрассказчика. мои  слушатели    школьники.  невдалеке  от  деревни  имеетсязнаменитая   школа   которую   именуют   учебным   заведением   для   юныхджентльменов вот откуда взялись мои самые внимательные слушатели.     мы не раз встречались с этими мальчиками на прогулках вдоль берега  исудя  по  моей  обветренной  просоленной коже они сообразили что я могупорассказать им немало  о  диких  странах  и  необыкновенных  происшествияхкоторые случались со мной во время далеких странствий. мы встречались частопочти ежедневно и вскоре подружились. по их желанию я начал рассказывать имотдельные  случаи  из  своей  жизни. не раз видели меня на берегу сидящим натраве в кругу опрятно одетых мальчуганов. их раскрытые рты и  горящие  глазасвидетельствовали об интересе с которым они слушали мои истории.     не  стыжусь  сказать  что я сам находил удовольствие в этих рассказахкак все старые моряки  и  военные  которые  вспоминая  прошлое  сражаютсясызнова в давно минувших боях.     таким  образом  некоторое  время  я  рассказывал  им  только отдельныеэпизоды. однажды встретившись со своими юными  друзьями  как  всегда  лишьнесколько ранее обычного я заметил что они чемто озабочены. они сбились вкучу.  и  я  увидел что один из них самый старший держит в руке сложенныйлисток бумаги на котором повидимому было чтото написано.     я подошел поближе. мальчики не промолвив ни слова вручили мне бумагу.прочитав обращение я понял что послание адресовано мне.     я развернул его и сразу догадался в  чем  дело.  это  была  просьбаподписанная всеми присутствующими     дорогой капитан!     сегодня мы свободны целый день. мы думали как бы провести его получшеи решили  просить вас доставить нам удовольствие и рассказать о какомнибудьзамечательном происшествии  случившемся  с  вами.  мы  хотели  бы  услышатьчтонибудь  захватывающее  потому  что  знаем что в вашей жизни было многоприключений. выберите то что вам самому больше всего нравится а мы обещаемслушать внимательно  и  уверены  что  нам  нетрудно  будет  сдержать  такоеобещание. итак дорогой капитан сделайте это для нас и мы всегда будем вамблагодарны.     я  не  мог  ответить отказом на такую вежливую просьбу. без колебаний яобъявил что расскажу моим юным друзьям целую главу из своей жизни. я выбралто что считал наиболее интересным для них  повесть  о  моем  детстве  и  опервом  путешествии  по  морю   путешествии которое произошло в настолькостранной обстановке что я назвал его путешествием на дне трюма.     мы уселись  на  прибрежной  гальке.  перед  нами  был  широкий  морскойпростор. мальчики собрались вокруг меня. и я начал.,12.782051282051283,5.487462387161484,0.048144433299899696,0.05416248746238716
2,     с  самого раннего детства я любил воду. мне следовало бы родиться уткойили ньюфаундлендом. отец мой был моряком дед и прадед   также.  должнобыть  от них я унаследовал это влечение. во всяком случае тяга к воде былау меня так сильна словно вода была моей родной стихией.  мне  рассказывалихотя сам я этого не помню что еще маленьким ребенком меня с трудом отгонялиот  луж  и прудов. и в самом деле первое приключение в моей жизни произошлона пруду и я запомнил его хорошо. правда оно не было ни столь страшным нистоль удивительным как  те  приключения  которые  мне  случилось  испытатьвпоследствии.  оно  было  скорее  забавным.  но  я  расскажу  его вам чтобыпоказать как велика была моя страсть к воде.     я  был  тогда  еще  совсем  маленьким   мальчиком.   и   это   странноепроисшествие   случившееся   в   преддверии  моей  жизни  явилось  как  быпредзнаменованием будущего. оно как  будто  предвещало  что  мне  предстоитпройти через многие испытания судьбы и пережить немало приключений.     я уже сказал что был в то время совсем малышом. меня только что началипускать  одного  без  взрослых и я находился как раз в том возрасте когдадети любят спускать на воду  бумажные  кораблики.  я  уже  умел  делать  ихвырывая  страницы  из  старых  книг  и  газет  и  часто посылал свои судапутешествовать через большую лужу которая заменяла мне океан. но скоро  мнепоказалось  этого  мало. я собрал за шесть месяцев карманные деньги экономяих  специально  для  этой  цели  и  приобрел  у  старого  рыбака  полностьюоснащенный игрушечный корабль который он смастерил на досуге.     мой  корабль имел всего шесть дюймов в длину и три дюйма в ширину иесли  бы  его  тоннаж  был  зарегистрирован  а  он  конечно   не   прошелрегистрацию  то  он  составил  бы  около  полуфунта.  утлое суденышкоскажете вы но в ту пору оно представлялось мне  ничем  не  хуже  настоящеготрехпалубного корабля.     я  решил  что  он  слишком  велик для лужи где купались утки и началискать место где он мог бы понастоящему показать свои морские качества.     скоро я нашел очень большой пруд  вернее озеро где вода была чистакак кристалл и  тихий  ветерок  рябил  ее  поверхность.  этого  ветра  былодостаточно  чтобы надувать паруса и нести мой маленький кораблик как птицуна крыльях. часто он пересекал весь  пруд  прежде  чем  я  успевал  обежатьвокруг чтобы поймать его вновь. много раз мы с ним состязались в скорости спеременным успехом. иногда побеждал он иногда я в зависимости от того былли ветер попутным или дул навстречу кораблику.     красивый  пруд  на  берегах которого я забавлялся и провел лучшие часымоего детства не был  общественной  собственностью.  он  был  расположен  впарке  принадлежавшем  частному  лицу.  парк начинался от конца деревни иконечно пруд принадлежал владельцу парка. это был однако доброжелательныйи лишенный предрассудков джентльмен. он разрешал жителям  деревни  проходитьпо  своим землям и не только не возражал против того чтобы мальчики пускаликораблики по его прудам и бассейнам но даже позволял им играть в крикет  наплощадках  парка с тем чтобы дети вели себя осторожно и не портили кустов ирастений которыми были  обсажены  аллеи.  с  его  стороны  это  было  оченьлюбезно.  мы  деревенская детвора это чувствовали и вели себя так что мнени разу не приходилось слышать о какомлибо значительном ущербе причиненномпарку и пруду.     парк и пруд существуют до сих пор  вы наверно знаете их. но  добрыйджентльмен о котором я говорю давно ушел из этого мира потому что его ужетогда называли старым джентльменом а это было шестьдесят лет назад.     по  маленькому  озеру  плавала  стая  лебедей  точнее их было шесть.водились там и  другие  довольно  редкие  птицы.  дети  любили  кормить  этикрасивые  создания.  у  нас  было  принято приносить кусочки хлеба и бросатьптицам. я тоже был в восторге от них и при малейшей  возможности  являлся  козеру с набитыми хлебом карманами.     птицы  особенно  лебеди  так  приручились  что  ели  прямо  из рук инисколько не боялись нас.     у нас был забавный способ кормежки. в одном месте берег пруда был  чутьпокруче  он  образовывал  нечто вроде насыпи высотой около трех футов. ипруд был здесь поглубже так что лебеди могли подняться  на  сушу  только  спомощью  крыльев.  берег  был  почти отвесный без выступов или ступенек. онименно нависал над водой а не спускался к ней.     сюда мы и заманивали лебедей.  они  настораживались  уже  завидев  насиздали.  мы  насаживали кусок хлеба на расщепленный кончик длинного прута иподнимая его высоко  над  головами  лебедей  забавлялись  глядя  как  онивытягивали  длинные  шеи  и  иногда  подпрыгивали на воде стараясь схватитьхлеб совсем как собаки  при  виде  лакомого  куска.  вы  сами  понимаетесколько тут было веселья для мальчишек!     теперь перейдем к происшествию о котором я хочу рассказать.     однажды я пришел на пруд по обыкновению неся свой кораблик. было ранои дойдя  до  берега я убедился что мои товарищи еще не явились. я спустилкораблик на воду и зашагал вокруг пруда чтобы  встретить  свое  судно  надругой стороне.     ветра почти не было  кораблик двигался медленно. спешить было нечегои я брел  по  берегу.  выходя  из дому я не забыл о лебедях моих любимцах.надо признаться они не раз заставляли меня пускаться  на  небольшие  кражикуски хлеба которыми были набиты мои карманы я добывал тайком из буфета.     так  или  иначе  но  я  принес  с  собой их обычную порцию и выйдя навысокий берег остановился перед птицами.     все шестеро  гордо  выгнув  шеи  и  слегка  приподняв  крылья  плавнозаскользили  по  направлению  ко  мне. вытянув клювы они не спускали с меняглаз следя за каждым моим движением. они знали что я звал их не зря.     я достал ветку расщепил ее на конце приладил хлеб и стал  забавлятьсяуловками птиц старавшихся схватить добычу.     кусок за куском исчезал с конца ветки и я уже почти опустошил карманыкак вдруг  край  дерна на котором я стоял обвалился у меня под ногами и ябултыхнулся в воду.     я ушел с шумом как большой  камень  и  так  как  совершенно  не  умелплавать то камнем и пошел бы прямо ко дну если бы мне не случилось попастьв самую середину стаи лебедей которые испугались не меньше моего.     не то чтобы я сохранил присутствие духа но просто повинуясь инстинктусамосохранения свойственному каждому живому существу я попытался спастисьразмахивая руками и стараясь ухватиться за чтонибудь. утопающие хватаются иза соломинку  но  в  моих  руках оказалось нечто лучшее чем соломинка яухватился за лапу самого большого и сильного из лебедей и  держался  за  нееизо всех сил ибо от этого зависела моя жизнь.     при  падении мне в глаза и уши набралась вода и я плохо соображал чтоделаю. сначала я слышал только  плеск  и  крики  вспугнутых  лебедей  но  вследующую  секунду  уже  сообразил  что  птица  которую  я  держу за ногуувлекает меня к другому берегу. у меня хватило ума не  отпустить  лапуи  водно мгновение я пронесся через половину пруда что в конечном счете было нетак  уж  много.  лебедь  даже  не плыл а скорее летел ударяя крыльями поповерхности воды и помогая себе свободной лапой. без сомнения страх  удвоилего  силы  и  энергию  а  то он не мог бы тащить за собой существо котороевесило  столько  же  сколько  он  сам.  затрудняюсь  сказать  сколько  этопродолжалось.   думаю   что   не  очень  много  времени.  птица  могла  ещепродержаться на воде но я бы долго не выдержал. погружаясь я набирал  водуртом и носом и уже начал терять сознание.     но  тут  к величайшей своей радости я почувствовал чтото твердое подногами. это были камешки и галька на дне озера  я стоял на  мелком  месте.птица  стремясь  вырваться  пронеслась  над  самыми  глубокими  и опаснымичастями озера и оттащила меня в другой конец пруда изобилующий мелями.     я не мешкал  ни  минуты.  я  был  бесконечно  рад  что  закончил  своепутешествие  на  буксире  и  разжав  руку  выпустил  лапу  лебедя. птицапочувствовав свободу немедленно поднялась в воздух и полетела пронзительнокрича.     что  касается  меня  то  нащупав  наконец  дно  шатаясь   чихая   иотфыркиваясь  я  окончательно  встал  на  ноги  побрел  к  берегу и вскореоказался в безопасности на твердой земле.     я был до того перепуган всем случившимся что совершенно забыл о  своемкораблике.  не думая о том как он закончит плавание я побежал во всю прытьи остановился лишь тогда когда оказался дома.  вода  так  и  текла  с  меняручьями  я вымок насквозь и тут же стал сушить мокрую одежду возле горящегоочага.,14.367816091954023,5.308,0.044,0.0552
3,     пожалуй вы подумаете что урок который я получил отбил у меня  охотуподходить  близко  к  воде. ничуть не бывало! случай на пруду не научил меняосторожности но оказался благодетельным для меня в другом отношении как нибыл я мал я все же понял как опасно попадать в  глубокие  места  не  умеяплавать. опасность которой я с таким трудом избежал заставила меня принятьновое решение а именно  научиться плавать.     мать  одобрила  мое  намерение.  то  же самое писал мне отец из дальнихстран. он даже посоветовал наилучший способ обучения.  этого  только  мне  инужно  было  и  я  с  жаром  принялся за дело в надежде стать первокласснымпловцом. раз или два в день в теплую погоду после школы я  отправлялся  наморе и плескался в воде как молодой дельфин.     старшие  мальчики  уже  умевшие  плавать дали мне несколько уроков искоро я испытал величайшее удовольствие когда смог впервые плыть  на  спинебез  всякой посторонней помощи. хорошо помню что я был очень горд совершивэтот свой первый подвиг пловца.     разрешите юные слушатели дать вам хороший совет учитесь плавать! этоуменье пригодится вам скорее чем кажется. как знать  может  вам  придетсяего применять спасая других а может быть и самих себя.     в  наше  время  случаев  утонуть  представляется  гораздо больше чем встарые времена. многие ездят по морям океанам и большим рекам и количестволюдей которые ежегодно  подвергают  опасности  свою  жизнь  отправляясь  впутешествие  по  делу или ради удовольствия даже трудно себе представить. вбурную погоду многие из них не умея плавать тонут.     я не собираюсь конечно утверждать  что  даже  самый  лучший  пловецпотерпевший  кораблекрушение гденибудь вдали от берега например в серединеатлантического океана или посреди  пролива  ламанш  может  надеяться  чтодоплывет до берега. разумеется это ему не удастся. но и вдали от суши можноспастись если доплыть до шлюпки до какойнибудь доски или пустой бочки.     было  немало  примеров  когда  люди  спасали  свою жизнь таким простымспособом. к месту катастрофы может подойти другой корабль и хорошему пловцунужно только продержаться на поверхности воды пока его не  подберут.  а  неумеющие плавать пойдут ко дну.     к  тому  же  вы  знаете  что большинство кораблей терпит крушение не всередине атлантического океана и вообще не в открытом море. в редких случаяхбуря достигает такой исключительной  силы  чтобы  море  разгулялось  какговорят  моряки  и разбило корабль в щепки. большинство крушений происходитвблизи берега. именно тогда бывают человеческие жертвы которых не было  быесли  б  все на корабле умели плавать. каждый год мы узнаем что сотни людейтонут в кабельтове от берега целые корабли со всеми кто  находится  наборту    переселенцами  солдатами  матросами  погружаются в воду итолько несколько хороших  пловцов  остаются  в  живых.  такие  же  несчастьяпроисходят  на  речках  шириной  в  какихнибудь  двести  ярдов. вы саминаверно слышали как люди каждый год умудряются тонуть даже в неширокой ностуденой речке серпентайн.     все это общеизвестно и приходится удивляться беспечности  людей  и  ихнежеланию учиться плавать.     приходится  также  удивляться  тому  что  правительство  не заставляетмолодежь  учиться  этому   простому   делу.   впрочем   основным   занятиемправительства во все времена было скорее облагать налогами чем обучать свойнарод.     однако  мне  кажется что для правительства было бы уж совсем не труднозаставить всех морских путешественников запасаться спасательными поясами.  яберусь  доказать  что тысячи жизней каждый год могут быть спасены с помощьюэтого дешевого и простого приспособления. и никто не станет  ворчать  ни  настоимость ни на неудобство спасательного пояса.     правительство  очень  заботится о том чтобы заставить путешественниковзаплатить за никчемный клочок бумаги называемый заграничным паспортом.  кактолько  вы  заплатили  чиновникам становится безразлично скоро ли вы и вашпаспорт пойдете на дно моря.     итак юные слушатели хочет или  не  хочет  этого  ваше  правительствоприслушайтесь  к  моему совету и сделайтесь хорошими пловцами! возьмитесь заэто немедленно  только в теплую погоду  и затем уже  не  пропускайте  ниодного  дня.  сделайтесь пловцами прежде чем станете взрослыми. потом у васне будет ни времени ни желания учиться  плаванию.  а  между  тем  не  умеяплавать  вы  можете  утонуть  еще до того как у вас появится первый пух наверхней губе. лично я не раз бывал на  волосок  от  смерти  в  воде.  воднаястихия  которую  я  так  любил  как  бы  задалась целью сделать меня своейжертвой. я бы мог упрекнуть волны  в  неблагодарности  но  не  делал  этогопотому  что  знал  что они неодушевленны и не отвечают за свои поступки. ивот однажды я безрассудно доверился им.     это случилось через несколько недель после моего вынужденного купанья впруду когда я уже немного умел плавать.     все это произошло не на том пруду где плавали лебеди  потому  что  онслужил для украшения парка и был частной собственностью. купаться в нем былозапрещено.     но  жители  морского  побережья  и  не  нуждаются в прудах и озерах длякупания. они купаются в великом соленом море. и у нашего поселка  как  и  удругих  подобных  же деревушек был свой морской пляж. конечно первые урокиплавания я брал в соленой воде.     место где купались жители  нашего  поселка  было  выбрано  не  совсемудачно.  правда  пляж  был  прекрасный с желтым песком белыми ракушками игалькой но в морской глубине здесь скрывалось  подводное  течение  опасноедля всех кроме хороших выносливых пловцов.     местные   жители   рассказывали  что  ктото  утонул  унесенный  этимтечением но это случилось давно и об этом почти забыли. позже раза два илитри купальщиков уносило в море но их в конце концов спасали посланные вследлодки.     помню эти факты тогда произвели на меня сильное впечатление. но  самыепочтенные жители поселка  старые рыбаки  не любили говорить на эту тему.они  либо  пожимали  плечами  и  помалкивали  либо отговаривались ничего незначащими  словами.  коекто  из  них  даже  вовсе   отрицал   существованиеподводного течения другие утверждали что оно неопасно. я однако замечалчто родители не позволяли мальчикам купаться вблизи опасного места.     долго  я  не  понимал  почему  мои  односельчане  так  упорно не хотятпризнаться что подводное течение существует. когда  я  вернулся  в  поселокчерез  сорок  лет  я наткнулся на все то же таинственное пожимание плечамихотя за это время народилось новое поколение сильно отличающееся от того скоторым я когдато расстался. жители не хотят говорить о подводном  течениинесмотря  на  то  что  в  мое  отсутствие  произошло  еще несколько случаевдоказывающих что оно  действительно  существует  и  что  оно  действительноопасно.     но  теперь  я стал старше и лучше понимаю людей. скоро я понял истиннуюпричину странного поведения моих односельчан. наш поселок считается  морскимкурортом  и  получает  некоторый  доход  от приезжих которые проводят здесьнесколько недель летом. это и так не первосортный курорт а  если  бы  пошлислухи о подводном течении и о том как люди тонут изза него то к нам сталобы  ездить  еще меньше людей или вовсе никто не стал бы ездить. поэтому чемменьше вы говорите о подводном  течении  тем  больше  вас  уважают  местныемудрецы.     итак   мои  юные  друзья  я  сделал  длинное  вступление  к  довольнообыкновенной истории но дело в том что я утонул попав  в  это  прибрежноеподводное течение  именно утонул!     вы  скажете  что  я во всяком случае не захлебнулся до смерти. можетбыть но я был в таком состоянии что ничего не почувствовал бы  даже  еслибы меня разрезали на куски и никогда не вернулся бы к жизни если бы не мойспаситель.  этим  спасителем  оказался  молодой  рыбак из нашего поселка поимени гарри блю. ему я обязан своим вторичным рождением.     история повторяю самая обыкновенная но я ее  рассказываю  для  тогочтобы  вы  знали  как  я  познакомился  с  гарри  блю  так  как  он оказалрешительное влияние на всю мою последующую жизнь.     я отправился на пляж купаться как обычно но вошел в воду в новой  дляменя и пустынной части берега. считалось что в этом месте подводное течениеособенно  сильно и действительно оно мгновенно подхватило меня и понесло воткрытое море. меня отнесло так далеко что всякая надежда доплыть  до  сушипропала.  страх  и  уверенность  в  гибели  так сковали мне тело что я не всостоянии был удержаться на поверхности и начал погружаться в  глубину  каккусок свинца.     я  не  знал  тогда  что мне не суждено еще умереть. не помню что былопотом. помню только что передо мной появилась лодка и в ней человек. вокругменя как бы спустились сумерки а в ушах раздавался грохот похожий на ударыгрома. сознание мое померкло как пламя задутой свечи. оно вернулось ко  мнеблагодаря  гарри  блю. когда я почувствовал что еще жив и открыл глаза тоувидел человека стоящего возле меня на  коленях.  он  растирал  мне  рукамитело  нажимая  на  живот  под  ребрами  и  щекотал  ноздри пером всяческистараясь вырвать меня у смерти.     гарри блю удалось вновь вдохнуть в меня жизнь. он тут же взял  меня  наруки и отнес домой к матери которая едва не потеряла рассудка увидев меняв таком состоянии. мне влили в рот вина к ногам приложили горячие кирпичи ибутылки  дали понюхать нашатыря закутали в теплые одеяла. было принято ещемного мер и много  лекарств  пришлось  мне  проглотить  пока  решили  чтоопасность миновала и что я вероятно выживу.     наконец  все  успокоились  а  через  двадцать часов я уже снова был наногах как ни в чем не бывало.     казалось бы такой случай мог научить меня осторожности. но я не  внялголосу  рассудка  и  повел  себя совсем иначе а почему и как вы узнаете изследующих глав.,14.237113402061855,5.563359884141926,0.03186097031136857,0.06010137581462708
